ID|FirstName|LastName|AuthorInfo|Quotation|Subject
855|Herbert|Marcuse|1898-1979, German Political Philosopher|If the worker and his boss enjoy the same television program and visit the same resort places, if the typist is as attractively made up as the daughter of her employer, if the Negro owns a Cadillac, if they all read the same newspaper, then this assimilation indicates not the disappearance of classes, but the extent to which the needs and satisfactions that serve the preservation of the Establishment are shared by the underlying population.|Equality
856|George|Orwell|1903-1950, British Author, ''Animal Farm''|All animals are equal, but some animals are more equal than others.|Equality
857|George|Orwell|1903-1950, British Author, ''Animal Farm''|No advance in wealth, no softening of manners, no reform or revolution has ever brought human equality a millimeter nearer.|Equality
858|Camille|Paglia|1947-, American Author, Critic, Educator|The trauma of the Sixties persuaded me that my generation's egalitarianism was a sentimental error. I now see the hierarchical as both beautiful and necessary. Efficiency liberates; egalitarianism tangles, delays, blocks, deadens.|Equality
859||Proverb||Six feet of earth make all men equal.|Equality
860|American|Proverb|Sayings of American Origin|You cannot have all chiefs; you gotta have Indians too.|Equality
861|Scottish|Proverb|Sayings of Scottish Origin|Perfect love cannot be without equality.|Equality
862|Spanish|Proverb|Sayings of Spanish Origin|A friend to everybody and to nobody is the same thing.|Equality
863|Maureen|Reagan||I will feel equality has arrived when we can elect to office women who are as unqualified as some of the men who are already there.|Equality
864|Theodore|Roosevelt|1858-1919,  Twenty-sixth President of the USA|No man is above the law, and no man is below it.|Equality
865|Bertrand|Russell|1872-1970, British Philosopher, Mathematician, Essayist|In America everybody is of opinion that he has no social superiors, since all men are equal, but he does not admit that he has no social inferiors.|Equality
866|Viscount|Samuel||Equality of opportunity is an equal opportunity to prove unequal talents.|Equality
867|Phyllis|Schlafly|1924-, American Author and Political Activist|What I am defending is the real rights of women. A woman should have the right to be in the home as a wife and mother.|Equality
868|Olive|Schreiner||We were equals once when we lay new-born babes on our nurse's knees. We will be equal again when they tie up our jaws for the last sleep.|Equality
869|George  Bernard|Shaw|1856-1950, Irish-born British Dramatist|Between persons of equal income there is no social distinction except the distinction of merit. Money is nothing: character, conduct, and capacity are everything. There would be great people and ordinary people and little people, but the great would always be those who had done great things, and never the idiots whose mothers had spoiled them and whose fathers had left them a hundred thousand a year; and the little would be persons of small minds and mean characters, and not poor persons who had never had a chance. That is why idiots are always in favor of inequality of income (their only chance of eminence), and the really great in favor of equality.|Equality
870|Margaret|Thatcher|1925-, British Stateswoman, Prime Minister (1979-90)|The battle for women's rights has been largely won.|Equality
871|Alexis  De|Tocqueville|1805-1859, French Social Philosopher|The principle of equality does not destroy the imagination, but lowers its flight to the level of the earth.|Equality
872|Mark|Twain|1835-1910, American Humorist, Writer|We are all alike, on the inside.|Equality
873||Voltaire|1694-1778, French Historian, Writer|All people are equal, it is not birth, it is virtue alone that makes the difference.|Equality
874|Robert|Warshow||Modern equalitarian societies whether democratic or authoritarian in their political forms, always base themselves on the claim that they are making life happier. Happiness thus becomes the chief political issue -- in a sense, the only political issue -- and for that reason it can never be treated as an issue at all.|Equality
875|Simone|Weil|1910-1943, French Philosopher, Mystic|Equality is the public recognition, effectively expressed in institutions and manners, of the principle that an equal degree of attention is due to the needs of all human beings.|Equality
876|Georges|Bataille|1897-1962, French Novelist, Critic|Eroticism is assenting to life even in death.|Eroticism
877|Andrea|Dworkin|1946-, American Feminist Critic|Erotica is simply high-class pornography; better produced, better conceived, better executed, better packaged, designed for a better class of consumer.|Eroticism
878|Karl|Kraus|1874-1936, Austrian Satirist|A man's eroticism is a woman's sexuality.|Eroticism
879|Milan|Kundera|1929-, Czech Author, Critic|Eroticism is like a dance: one always leads the other.|Eroticism
880|Henri|Lefebvre|1901-, French Philosopher|In this loveless everyday life eroticism is a substitute for love.|Eroticism
881|Mario  Vargas|Llosa|1936-, Latin American Author|Eroticism has its own moral justification because it says that pleasure is enough for me; it is a statement of the individual's sovereignty.|Eroticism
882|Antonin|Artaud|1896-1948, French Theater Producer, Actor, Theorist|Hell is of this world and there are men who are unhappy escapees from hell, escapees destined ETERNALLY to reenact their escape.|Escapism
883|William|Bolitho|1890-1930, British Author|The shortest way out of Manchester is notoriously a bottle of Gordon's gin; out of any businessman's life there is the mirage of Paris; out of Paris, or mediocrity of talent and imagination, there are all the drugs, from subtle, all-conquering opium to cheating, cozening cocaine.|Escapism
884|Andre|Breton|1989-1966, French Surrealist|Leave everything. Leave Dada. Leave your wife. Leave your mistress. Leave your hopes and fears. Leave your children in the woods. Leave the substance for the shadow. Leave your easy life, leave what you are given for the future. Set off on the roads.|Escapism
885|Jean|Cocteau|1889-1963, French Author, Filmmaker|Man seeks to escape himself in myth, and does so by any means at his disposal. Drugs, alcohol, or lies. Unable to withdraw into himself, he disguises himself. Lies and inaccuracy give him a few moments of comfort.|Escapism
886|Eric|Hoffer|1902-1983, American Author, Philosopher|Man staggers through life yapped at by his reason, pulled and shoved by his appetites, whispered to by fears, beckoned by hopes. Small wonder that what he craves most is self-forgetting.|Escapism
887|Ernest|Hemingway|1898-1961, American Writer|Eschew the monumental. Shun the Epic. All the guys who can paint great big pictures can paint great small ones.|Exaggeration
888|Eric|Hoffer|1902-1983, American Author, Philosopher|Thought is a process of exaggeration. The refusal to exaggerate is not infrequently an alibi for the disinclination to think or praise.|Exaggeration
889|Victor|Hugo|1802-1885, French Poet, Dramatist, Novelist|It is the essence of truth that it is never excessive. Why should it exaggerate? There is that which should be destroyed and that which should be simply illuminated and studied. How great is the force of benevolent and searching examination! We must not resort to the flame where only light is required.|Exaggeration
890|La|Harpe||We always weaken everything we exaggerate.|Exaggeration
891|Alexander|Pope|1688-1744, British Poet, Critic, Translator|Who breaks a butterfly on a wheel?|Exaggeration
892|Chi  Chi|Rodriguez|1935-, Golfer born in Puerto Rico|I never exaggerate. I just remember big.|Exaggeration
893|George  Bernard|Shaw|1856-1950, Irish-born British Dramatist|Love is a gross exaggeration of the difference between one person and everybody else.|Exaggeration
894|Susan|Sontag|1933-, American Essayist|Camp is a vision of the world in terms of style -- but a particular kind of style. It is love of the exaggerated.|Exaggeration
895|Jonathan|Swift|1667-1745, Anglo-Irish Satirist|Pretense is the overrating of any kind of knowledge we pretend to.|Exaggeration
896||Voltaire|1694-1778, French Historian, Writer|Exaggeration is the inseparable companion of greatness.|Exaggeration
897|Edward  M.|Forster|1879-1970, British Novelist, Essayist|As long as learning is connected with earning, as long as certain jobs can only be reached through exams, so long must we take this examination system seriously. If another ladder to employment was contrived, much so-called education would disappear, and no one would be a penny the stupider.|Examinations
898|W.  C.|Sellar||Do not on any account attempt to write on both sides of the paper at once.|Examinations
899|Oscar|Wilde|1856-1900, British Author, Wit|Examinations, sir, are pure humbug from beginning to end. If a man is a gentleman, he knows quite enough, and if he is not a gentleman, whatever he knows is bad for him.|Examinations
900|Cornelia  Otis|Skinner||It is disturbing to discover in oneself these curious revelations of the validity of the Darwinian theory. If it is true that we have sprung from the ape, there are occasions when my own spring appears not to have been very far.|Evolution
901|Patrick|Mcgoohan||But what is the greatest evil? If you are going to epitomize evil, what is it? Is it the bomb? The greatest evil that one has to fight constantly, every minute of the day until one dies, is the worse part of oneself.|Evil
902|John|Milton|1608-1674, British Poet|What wisdom can there be to choose, what continence to forbear without the knowledge of evil? He that can apprehend and consider vice with all her baits and seeming pleasures, and yet abstain, and yet distinguish, and yet prefer that which is truly better, he is the true wayfaring Christian.|Evil
903|Source|Unknown||Imagine being in a room with two TV sets. One is a large screen TV with surround sound. The other is a miniature 1 screen TV. What would you tend to focus on and become absorbed in? Some people make their problems the size of the large screen TV and their personal goals the size of the miniature one. It is important to mentally minimize the problems and the cant's and maximize the goals and the cans.|Exaggeration
904|George|Eliot|1819-1880, British Novelist|The presence of a noble nature, generous in its wishes, ardent in its charity, changes the lights for us: we begin to see things again in their larger, quieter masses, and to believe that we too can be seen and judged in the wholeness of our character.|Example
905|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|The world is upheld by the veracity of good men: they make the earth wholesome. They who lived with them found life glad and nutritious. Life is sweet and tolerable only in our belief in such society.|Example
906|Benjamin|Franklin|1706-1790, American Scientist, Publisher, Diplomat|Nothing preaches better than the act.|Example
907|Benjamin|Franklin|1706-1790, American Scientist, Publisher, Diplomat|Well done, is better than well said.|Example
908|Thomas|Fuller|1608-1661, British Clergyman, Author|He teaches me to be good that does me good.|Example
909|Stanley  C.|Gault||You have to set the tone and the pace, define objectives and strategies, demonstrate through personal example what you expect from others.|Example
910|Oliver|Goldsmith|1728-1774, Anglo-Irish Author, Poet, Playwright|People seldom improve when they have no other model, but themselves to copy after.|Example
911|Theodore  M.|Hesburgh|1917-, American Clergyman, University President|It is easier to exemplify values than teach them.|Example
912|Eric|Hoffer|1902-1983, American Author, Philosopher|It is not so much the example of others we imitate as the reflection of ourselves in their eyes and the echo of ourselves in their words.|Example
913|Hubert  H.|Humphrey|1911-1978, American Democratic Politician, Vice President|This, then, is the test we must set for ourselves; not to march alone but to march in such a way that others will wish to join us.|Example
914|Samuel|Johnson|1709-1784, British Author|They teach the morals of a whore, and the manners of a dancing master.|Example
915|(Decimus  Junius Juvenalis)|Juvenal|c.55-c.130, Roman Satirical Poet|We are too quick to imitate depraved examples.|Example
916|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|Nothing is so contagious as an example. We never do great good or evil without bringing about more of the same on the part of others.|Example
917|Harper|Lee|1926-, American Author|Folks don't like to have somebody around knowing more than they do. It aggravates em. You're not gonna change any of them by talking right, they've got to want to learn themselves, and when they don't want to learn there's nothing you can do but keep your mouth shut or talk their language.|Example
918|Henry|Miller|1891-1980, American Author|Example moves the world more than doctrine. The great exemplars are the poets of action, and it makes little difference whether they be forces for good or forces for evil.|Example
919|Michel  Eyquem|De Montaigne|1533-1592, French Philosopher, Essayist|Example is a bright looking-glass, universal and for all shapes to look into.|Example
920|Dwight  L.|Moody|1837-1899, American Evangelist|Where one man reads the Bible, a hundred read you and me.|Example
921|Tim  III|Ellis|American District Court Judge|The mandate for equal opportunity doesn't dictate disregard for the differences in candidates' qualities and skills. There is no constitutional right to play ball.  All there is a right to compete for it on equal terms.|Equality
922|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|Some will always be above others. Destroy the inequality today, and it will appear again tomorrow.|Equality
923|Frantz|Fanon|1925-1961, French Psychiatrist|When a bachelor of philosophy from the Antilles refuses to apply for certification as a teacher on the grounds of his color I say that philosophy has never saved anyone. When someone else strives and strains to prove to me that black men are as intelligent as white men I say that intelligence has never saved anyone: and that is true, for, if philosophy and intelligence are invoked to proclaim the equality of men, they have also been employed to justify the extermination of men.|Equality
924|Geraldine|Ferraro||We've chosen the path to equality, don't let them turn us around.|Equality
925|Rubye|Fields|American President of Blacks in Government|Generally, employees who file complaints of discrimination do so as a last resort.|Equality
926|Erich|Fromm|1900-1980, American Psychologist|Just as modern mass production requires the standardization of commodities, so the social process requires standardization of man, and this standardization is called equality.|Equality
927|Aldous|Huxley|1894-1963, British Author|That all men are equal is a proposition to which, at ordinary times, no sane human being has ever given his assent.|Equality
928|Thomas|Jefferson|1743-1826, Third President of the USA|We hold these truths to be self-evident: that all men are created equal; that they are endowed by their Creator with certain unalienable rights; that among these are life, liberty, and the pursuit of happiness…|Equality
929|Samuel|Johnson|1709-1784, British Author|It is better that some should be unhappy than that none should be happy, which would be the case in a general state of equality.|Equality
930|Mae|West|1892-1980, American Actress|Between two evils, I always pick the one I never tried before.|Evil
931|Mae|West|1892-1980, American Actress|When choosing between two evils, I always like to try the one I've never tried before.|Evil
932|Mary|Wollstonecraft|1759-1797, British Feminist Writer|No man chooses evil because it is evil; he only mistakes it for happiness.|Evil
933|Jean|Baudrillard|French Postmodern Philosopher, Writer|Man has lost the basic skill of the ape, the ability to scratch its back. Which gave it extraordinary independence, and the liberty to associate for reasons other than the need for mutual back-scratching.|Evolution
934|Pierre  Teilhard|De Chardin|1881-1955, French Christian Mystic, Author|Evolution is gaining the psychic zones of the world...  life, being and ascent of consciousness, could not continue to advance indefinitely along its line without transforming itself in depth. The being who is the object of his own reflection, in consequence, of that very doubling back upon himself becomes in a flash able to raise himself to a new sphere.|Evolution
935|Edward|Conklin||The probability of life originating from accident is comparable to the probability of the unabridged dictionary resulting from an explosion in a printing shop.|Evolution
936|Benjamin|Disraeli|1804-1881, British Statesman, Prime Minister|The question is this -- Is man an ape or an angel? My Lord, I am on the side of the angels. I repudiate with indignation and abhorrence these new fanged theories.|Evolution
937|Barbara|Ehrenreich|1941-, American Author, Columnist|Natural selection, as it has operated in human history, favors not only the clever but the murderous.|Evolution
938|Havelock|Ellis|1859-1939, British Psychologist|It is curious how there seems to be an instinctive disgust in Man for his nearest ancestors and relations. If only Darwin could conscientiously have traced man back to the Elephant or the Lion or the Antelope, how much ridicule and prejudice would have been spared to the doctrine of Evolution.|Evolution
939|W.  S.|Gilbert|1836-1911, British Librettist|Darwinian man, though well-behaved, at best is only a monkey shaved.|Evolution
940|Graham|Greene|1904-1991, British Novelist|God created a number of possibilities in case some of his prototypes failed -- that is the meaning of evolution.|Evolution
941|Eric|Hoffer|1902-1983, American Author, Philosopher|The pre-human creature from which man evolved was unlike any other living thing in its malicious viciousness toward its own kind. Humanization was not a leap forward but a groping toward survival.|Evolution
942|Konrad|Lorenz|1903-1989, Austrian Zoologist, Ethnologist|Historians will have to face the fact that natural selection determined the evolution of cultures in the same manner as it did that of species.|Evolution
943|H.  L.|Mencken|1880-1956, American Editor, Author, Critic, Humorist|It is hard for the ape to believe he descended from man.|Evolution
944|John|Morley|1838-1923, British Journalist, Biographer, Statesman|Evolution is not a force but a process. Not a cause but a law.|Evolution
945|Malcolm|Muggeridge|1903-1990, British Broadcaster|One of the stupidest theories of Western life.|Evolution
946|Charles  Sanders|Peirce|1839-1914, American Philosopher, Logician, Mathematician|All the evolution we know of proceeds from the vague to the definite.|Evolution
947|W.  Winwood|Reade|1838-1875, American Writer|We live between two worlds; we soar in the atmosphere; we creep upon the soil; we have the aspirations of creators and the propensities of quadrupeds. There can be but one explanation of this fact. We are passing from the animal into a higher form, and the drama of this planet is in its second act.|Evolution
948|Bertrand|Russell|1872-1970, British Philosopher, Mathematician, Essayist|Organic life, we are told, has developed gradually from the protozoon to the philosopher, and this development, we are assured, is indubitably an advance. Unfortunately it is the philosopher, not the protozoon, who gives us this assurance.|Evolution
949|Bertrand|Russell|1872-1970, British Philosopher, Mathematician, Essayist|An extra-terrestrial philosopher, who had watched a single youth up to the age of twenty-one and had never come across any other human being, might conclude that it is the nature of human beings to grow continually taller and wiser in an indefinite progress towards perfection; and this generalization would be just as well founded as the generalization which evolutionists base upon the previous history of this planet.|Evolution
950|Herbert|Spencer|1820-1903, British Philosopher|The more specific idea of Evolution now reached is -- a change from an indefinite, incoherent homogeneity to a definite, coherent heterogeneity, accompanying the dissipation of motion and integration of matter.|Evolution
951|Leon|Trotsky|1879-1940, Russian Revolutionary|The historic ascent of humanity, taken as a whole, may be summarized as a succession of victories of consciousness over blind forces -- in nature, in society, in man himself.|Evolution
952|Mark|Twain|1835-1910, American Humorist, Writer|Evolution is the law of policies: Darwin said it, Socrates endorsed it, Cuvier proved it and established it for all time in his paper on ''The Survival of the Fittest.'' These are illustrious names, this is a mighty doctrine: nothing can ever remove it from its firm base, nothing dissolve it, but evolution.|Evolution
953|Mark|Twain|1835-1910, American Humorist, Writer|I believe that our Heavenly Father invented man because he was disappointed in the monkey.|Evolution
954|Source|Unknown||After listening to a lecture on evolution by a science professor, a student wrote a poem and titled it ''The Amazing Professor.'' The poem read: Once I was a tadpole when I began to begin. Then I was a frog with my tail tucked in. Next I was a monkey on a coconut tree. Now I am a doctor with a Ph.D.|Evolution
955|Source|Unknown||Evolution has developed man to such a high degree that he builds zoos to keep his ancestors in cages.|Evolution
956|Source|Unknown||Two million years from now the scientists can start a row by claming that the creatures of that period descended from us.|Evolution
957|George|Wald|1906-, American Biochemist|We are the products of editing, rather than of authorship.|Evolution
958|H.G.|Wells|1866-1946, British-born American Author|Biologically the species is the accumulation of the experiments of all its successful individuals since the beginning.|Evolution
959|Walter|Bagehot|1826-1877, British Economist, Critic|An element of exaggeration clings to the popular judgment: great vices are made greater, great virtues greater also; interesting incidents are made more interesting, softer legends more soft.|Exaggeration
960|Ivern|Ball||He's the type who makes mountains out of molehills and then sells climbing equipment.|Exaggeration
961|Hosea|Ballou|1771-1852, American Theologian, Founder of ''Universalism''|Exaggeration is a blood relation to falsehood and nearly as blamable.|Exaggeration
962|Honore  De|Balzac|1799-1850, French Novelist|We exaggerate misfortune and happiness alike. We are never as bad off or as happy as we say we are.|Exaggeration
963|Jack|Benny|1894-1974, American Comedian|I don't want to tell you how much insurance I carry with the Prudential, but all I can say is: when I go, they go too.|Exaggeration
964|Josh|Billings|1815-1885, American Humorist, Lecturer|There are some people so addicted to exaggeration that they can't tell the truth without lying.|Exaggeration
965|Daniel  J.|Boorstin|1914-, American Historian|It is only a short step from exaggerating what we can find in the world to exaggerating our power to remake the world. Expecting more novelty than there is, more greatness than there is, and more strangeness than there is, we imagine ourselves masters of a plastic universe. But a world we can shape to our will is a shapeless world.|Exaggeration
966|Joseph|Conrad|1857-1924, Polish-born British Novelist|Danger lies in the writer becoming the victim of his own exaggeration, losing the exact notion of sincerity, and in the end coming to despise truth itself as something too cold, too blunt for his purpose -- as, in fact, not good enough for his insistent emotion. From laughter and tears the descent is easy to sniveling and giggles.|Exaggeration
967|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|There is no one who does not exaggerate!|Exaggeration
968|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|'Tis a rule of manners to avoid exaggeration.|Exaggeration
969|Kahlil|Gibran|1883-1931, Lebanese Poet, Novelist|An exaggeration is a truth that has lost its temper.|Exaggeration
970|Marshall  Field|& Company|American Company|To do the right thing, at the right time, in the right way; to do some things better than they were ever done before; to eliminate errors; to know both sides of the question; to be courteous; to be an example; to work for the love of work; to anticipate requirements; to develop resources; to recognize no impediments; to master circumstances; to act from reason rather than rule; to be satisfied with nothing short of perfection.|Excellence
971|W.  Somerset|Maugham|1874-1965, British Novelist, Playwright|Only a mediocre person is always at his best.|Excellence
972|John|Mcdonald||To enjoy enduring success we should travel a little in advance of the world.|Excellence
973|Robert  J.|Mckain||Become all that you are capable of becoming!|Excellence
974|Shepherd|Mead||If we want to make something really superb on this planet, there is nothing whatever that can stop us.|Excellence
975|George|Eliot|1819-1880, British Novelist|No evil dooms us hopelessly except the evil we love, and desire to continue in, and make no effort to escape from.|Evil
976|George|Eliot|1819-1880, British Novelist|One soweth and another reapeth is a verity that applies to evil as well as good.|Evil
977|T.  S.|Eliot|1888-1965, American-born British Poet, Critic|So far as we are human, what we do must be either evil or good: so far as we do evil or good, we are human: and it is better, in a paradoxical way, to do evil than to do nothing: at least we exist.|Evil
978|Desiderius|Erasmus|c.1466-1536, Dutch Humanist|Nature, more of a stepmother than a mother in several ways, has sown a seed of evil in the hearts of mortals, especially in the more thoughtful men, which makes them dissatisfied with their own lot and envious of another s.|Evil
979|Mahatma|Gandhi|1869-1948, Indian Political, Spiritual Leader|Must I do all the evil I can before I learn to shun it? Is it not enough to know the evil to shun it? If not, we should be sincere enough to admit that we love evil too well to give it up.|Evil
980|Baltasar|Gracian|1601-1658, Spanish Philosopher, Writer|Never open the door to a lesser evil, for other ones invariably slink in after it.|Evil
981|Benjamin|Haydon|1786-1846, British Artist|There surely is in human nature an inherent propensity to extract all the good out of all the evil.|Evil
982|Ernest|Hemingway|1898-1961, American Writer|Some people show evil as a great racehorse shows breeding. They have the dignity of a hard chancre.|Evil
983|Eric|Hoffer|1902-1983, American Author, Philosopher|It is by its promise of a sense of power that evil often attracts the weak.|Evil
984|Thomas|Hood|1799-1845, British Poet and Humorist|But evil is wrought by want of thought as well as want of heart!|Evil
985|William|James|1842-1910, American Psychologist, Professor, Author|There can be no existence of evil as a force to the healthy-minded individual.|Evil
986|Ben|Jonson|1573-1637, British Dramatist, Poet|They that know no evil will suspect none.|Evil
987|Martin  Luther|King Jr.|1929-1968, American Black Leader, Nobel Prize Winner, 1964|He who passively accepts evil is as much involved in it as he who helps to perpetrate it.|Evil
988|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|There is hardly a man clever enough to recognize the full extent of the evil he does.|Evil
989|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|We often do good in order that we may do evil with impunity.|Evil
990|Isidore  Ducasse,|Comte De Lautreamont|1846-1870, French Author, Poet|It is a power stronger than will. Could a stone escape from the laws of gravity? Impossible. Impossible, for evil to form an alliance with good.|Evil
991|D.  H.|Lawrence|1885-1930, British Author|This is the very worst wickedness, that we refuse to acknowledge the passionate evil that is in us. This makes us secret and rotten.|Evil
992|Max|Lerner|1902-, American Author, Columnist|When you choose the lesser of two evils, always remember that it is still an evil.|Evil
993|Joseph  De|Maistre|1753-1821, French Diplomat, Philosopher|If there was no moral evil upon earth, there would be no physical evil.|Evil
994|Joseph  De|Maistre|1753-1821, French Diplomat, Philosopher|We are tainted by modern philosophy which has taught us that all is good, whereas evil has polluted everything and in a very real sense all is evil, since nothing is in its proper place.|Evil
995|Tony|Martin||My mother's obsession with the good scissors always scared me a bit. It implied that somewhere in the house there lurked: the evil scissors.|Evil
996|Brian|Masters||Evil is something you recognize immediately you see it: it works through charm.|Evil
997|W.  Somerset|Maugham|1874-1965, British Novelist, Playwright|There is no explanation for evil. It must be looked upon as a necessary part of the order of the universe. To ignore it is childish, to bewail it senseless.|Evil
998|Gabriel  Riqueti|Mirabeau|1749-1791, French Revolutionary Politician, Orator|Nothing baffles the schemes of evil people so much as the calm composure of great souls.|Evil
999|Blaise|Pascal|1623-1662, French Scientist, Religious Philosopher|Evil is easy, and has infinite forms.|Evil
1000|Blaise|Pascal|1623-1662, French Scientist, Religious Philosopher|I have discovered that all human evil comes from this, man's being unable to sit still and quiet in a room alone.|Evil
1001||Phaedrus|c.1-?, Macedonian Inventor and Writer|Submit to the present evil, lest a greater one befall you.|Evil
1002||Plato|BC 427?-347?, Greek Philosopher|There must always remain something that is antagonistic to good.|Evil
1003||Proverb||By bravely enduring it, an evil which cannot be avoided is overcome|Evil
1004|American|Proverb|Sayings of American Origin|Of two evils, it is always best to vote for the least hypocritical.|Evil
1005|American|Proverb|Sayings of American Origin|The love of evil is the root of all money.|Evil
1006|Ethiopian|Proverb|Sayings of Ethiopian Origin|Evil enters like a needle and spreads like an oak tree.|Evil
1007|Francis|Quarles|1592-1644, British Poet|Wickedness is its own punishment.|Evil
1008|Kathleen|Raine||I couldn't claim that I have never felt the urge to explore evil, but when you descend into hell you have to be very careful.|Evil
1009|Sir  Walter|Raleigh|1552-1618, British Courtier, Navigator, Writer|All histories do show, and wise politicians do hold it necessary that, for the well-governing of every Commonweal, it behoveth man to presuppose that all men are evil, and will declare themselves so to be when occasion is offered.|Evil
1010|Anne|Rice|1941-, American Author, ''Interview with the Vampire''|Evil is always possible. Goodness is a difficulty.|Evil
1011|Jean  Jacques|Rousseau|1712-1778, Swiss Political Philosopher, Educationist, Essayist|Our greatest evils flow from ourselves.|Evil
1012|Marquis  De|Sade|1740-1814, French Author|Evil is a moral entity and not a created one, an eternal and not a perishable entity: it existed before the world; it constituted the monstrous, the execrable being who was also to fashion such a hideous world. It will hence exist after the creatures which people this world.|Evil
1013||Seneca|4 B.C. – 65 A.D., Spanish-born Roman Statesman, philosopher|No evil is without its compensation. The less money, the less trouble; the less favor, the less envy. Even in those cases which put us out of wits, it is not the loss itself, but the estimate of the loss that troubles us.|Evil
1014|William|Shakespeare|1564-1616, British Poet, Playwright, Actor|There's small choice in rotten apples.|Evil
1015|George  Bernard|Shaw|1856-1950, Irish-born British Dramatist|I can forgive Alfred Nobel for having invented dynamite, but only a fiend in human form could have invented the Nobel Prize.|Evil
1016|Logan  Pearsall|Smith|1865-1946, Anglo-American Essayist, Aphorist|Only among people who think no evil can Evil monstrously flourish.|Evil
1017||Socrates|BC 469-399, Greek Philosopher of Athens|There is only one good -- knowledge; and only one evil -- ignorance.|Evil
1018|Charles  Haddon|Spurgeon|1834-1892, British Baptist Preacher|Of two evils, choose neither.|Evil
1019|Source|Unknown||Evil spelled backward is live.|Evil
1020|Source|Unknown||Truly has it been said; that all that is necessary for the triumph of evil is for good men to do nothing.|Evil
1021||Virgil|c. 70 - 19 BC, Roman Poet|Evil is nourished and grows by concealment.|Evil
1022||Voltaire|1694-1778, French Historian, Writer|As long as people believe in absurdities they will continue to commit atrocities.|Evil
1023|C.  J.|Weber||What is worse than evil? The inability to bear it.|Evil
1024|Simone|Weil|1910-1943, French Philosopher, Mystic|Evil is neither suffering nor sin; it is both at the same time, it is something common to them both. For they are linked together; sin makes us suffer and suffering makes us evil, and this indissoluble complex of suffering and sin is the evil in which we are submerged against our will, and to our horror.|Evil
1025|Jascha|Heifetz|1901-1987, Lithuanian Violinist|There is no top. There are always further heights to reach.|Excellence
1026|Ernest|Hemingway|1898-1961, American Writer|It's enough for you to do it once for a few men to remember you. But if you do it year after year, then many people remember you and they tell it to their children, and their children and grandchildren remember and, if it concerns books, they can read them. And if it's good enough, it will last as long as there are human beings.|Excellence
1027||Hesiod|8th century BC, Greek Poet|Badness you can get easily, in quantity; the road is smooth, and it lies close by, But in front of excellence the immortal gods have put sweat, and long and steer is the way to it.|Excellence
1028|Napoleon|Hill|1883-1970, American Speaker, Motivational Writer, ''Think and Grow Rich''|If you cannot do great things, do small things in a great way.|Excellence
1029|Napoleon|Hill|1883-1970, American Speaker, Motivational Writer, ''Think and Grow Rich''|It has always been my belief that a man should do his best, regardless of how much he receives for his services, or the number of people he may be serving or the class of people served.|Excellence
1030|Napoleon|Hill|1883-1970, American Speaker, Motivational Writer, ''Think and Grow Rich''|You can start right where you stand and apply the habit of going the extra mile by rendering more service and better service than you are now being paid for.|Excellence
1031|William|Hurt|1950-, American Actor|You have to create a track record of breaking your own mold, or at least other people's idea of that mold.|Excellence
1032|Lee|Iacocca|1924-, American Businessman, Former CEO of Chrysler|The kind of people I look for to fill top management spots are the eager beavers, the mavericks. These are the guys who try to do more than they're expected to do -- they always reach.|Excellence
1033|Lyndon  B.|Johnson|1908-1973, Thirty-sixth President of the USA|The noblest search is the search for excellence.|Excellence
1034|Joseph|Joubert|1754-1824, French Moralist|We do not do well except when we know where the best is and when we are assured that we have touched it and hold its power within us.|Excellence
1035|John|Keats|1795-1821, British Poet|The excellency of every art is its intensity, capable of making all disagreeable evaporate.|Excellence
1036|Martin  Luther|King Jr.|1929-1968, American Black Leader, Nobel Prize Winner, 1964|If a man is called to be a streetsweeper, he should sweep streets even as Michelangelo painted, or Beethoven composed music, or Shakespeare wrote poetry. He should sweep streets so well that all the hosts of heaven and earth will pause to say, here lived a great streetsweeper who did his job well.|Excellence
1037|Charles|Kingsley|1819-1875, British Author, Clergyman|Being forced to work, and forced to do your best, will breed in you temperance and self-control, diligence and strength of will, cheerfulness and content, and a hundred virtues which the idle will never know.|Excellence
1038|Charles|Knight||Anybody who accepts mediocrity -- in school, on the job, in life -- is a person who compromises, and when the leader compromises, the whole organization compromises.|Excellence
1039|Abraham|Lincoln|1809-1865, Sixteenth President of the USA|I never had a policy; I have just tried to do my very best each and every day.|Excellence
1040|Vince|Lombardi|1913-1970, American Football Coach|If you'll not settle for anything less than your best, you will be amazed at what you can accomplish in your lives.|Excellence
1041|Sir  John|Lubbock|1834-1913, British Statesman, Banker, Naturalist|When we have done our best, we should wait the result in peace.|Excellence
1042|Max  L.|Lucado|American Author of ''The Eye of the Storm''|There is a canyon of difference between doing your best to glorify God and doing whatever it takes to glorify yourself. The quest for excellence is a mark of maturity. The quest for power is childish.|Excellence
1043|Ed|Macauley||You always have to give 100 percent, because if you don't, someone, someplace, will give 100 percent and will beat you when you meet.|Excellence
1044|Douglas|Malloch||It isn't by size that you win or fail -- be the best of whatever you are.|Excellence
